取得日時,取得URL,名称,住所,TEL,設立,資本金,年商,部署,従業員,事業
2025/11/05 11:37:37,https://bahn-rep.com/dairiten-bosyu/writeupjdn,株式会社ライトアップ,東京都渋谷区渋谷2-15-1 渋谷クロスタワー32F,,2002年4月5日,"3億8,638万円",,,約150名（役員、在宅勤務・育休、契約社員、インターン含む）,Jシステム Jコンサルティング JDネットワーク Jエンジン MG ONLINE WEBコンテンツ企画制作サービス メールクリエイト
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/ramen-toripaitan-tenposougou,株式会社店舗総合研究所,東京都豊島区東池袋4-25-12 池袋今泉ビル8階,,2005年9月30日,"5,000万円（グループ連結資本金1億円）",,,,飲食店本部運営 ライセンス本部運営 出店戦略 立地戦略 立地診断基準策定
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/fcpqrfood,株式会社エフシープレミア,愛知県名古屋市西区上名古屋2-21-3 マースプラザビル3階,,2019年12月12日,"5,000万円",,,979名（グループ全体／2021年4月時）,フランチャイズ本部事業 飲食事業 食品製造卸販売事業 店舗サポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/llscoutbank,株式会社ライフライン,石川県金沢市新保本4-65-16,,2001年2月22日,"5,000万円（グループ資本金）",,,120名,人材派遣 人材紹介 採用支援 採用計画の企画立案などを含む人事コンサルティング
2025/11/05 11:37:38,https://bahn-rep.com/dairiten-bosyu/artemis,株式会社PocketSoft,愛知県名古屋市東区泉1-16-7 K21ビル6F,,2007年1月17日,1600万円,,パッケージ営業部,,勤怠・給与管理アプリ「アルテミス」のシステム開発及び運営 ソフトウェア製品の企画・開発・運営や、請負契約によるシステム開発（要件定義～運用保守） ビッグデータ解析 コーポレートサイト構築 iPhone・Android（TM） アプリ開発 カーナビシステム構築 マーケティングシステム構築
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/pgcashless,株式会社エフシープレミア,愛知県名古屋市西区上名古屋2-21-3 マースプラザビル3階,,2019年12月12日,"5,000万円",,,979名（グループ全体／2021年4月時）,フランチャイズ本部事業 飲食事業 食品製造卸販売事業 店舗サポート事業
2025/11/05 11:37:38,https://bahn-rep.com/dairiten-bosyu/zenno,株式会社ZEN NO,茨城県古河市西間中橋15-1,,,500万円,,パートナー事業部,,光触媒コーティング
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/haluenecostcut,株式会社ハルエネ,東京都豊島区西池袋一丁目4-10,,2010年6月1日,1億円,955億4100万円（2022年3月時点）,,,小売電気事業 ハルエネでんき ハルエネガス
2025/11/05 11:37:38,https://bahn-rep.com/dairiten-bosyu/aokj,KOC・JAPAN株式会社,東京都中央区銀座7-16-21 銀座木挽ビル4階,,,"466,000,000円（資本準備金含む）",,,,飲食店舗を中心とした広告代理業務 アプリ開発・運営
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/dougamanualsv,株式会社マニュアルプロダクション,愛知県名古屋市西区那古野2-14-1 なごのキャンパス,,2017年4月19日,"163,290,000円",,Stacchiパートナー事業部,,動画マニュアルサーバーの管理・運営 飲食店向け動画マニュアル制作
2025/11/05 11:37:38,https://bahn-rep.com/dairiten-bosyu/cnconnectplus,株式会社Connect Answer,神奈川県横浜市中区桜⽊町1-101-1 クロスゲート7階,,2020年9月,,,,,HR・PRO・求人・人材支援事業 助成金・補助金申請サポート事業 ECコンサルティング事業 Web・デジタルマーケティング事業 インターネット広告事業 WEB制作・メディア制作事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/fooddelivery4,株式会社エフシープレミア,愛知県名古屋市西区上名古屋2-21-3 マースプラザビル3階,,2019年12月12日,"5,000万円",,,979名（グループ全体／2021年4月時）,フランチャイズ本部事業 飲食事業 食品製造卸販売事業 店舗サポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/fcprakutenpay,株式会社エフシープレミア,愛知県名古屋市西区上名古屋2-21-3 マースプラザビル3階,,2019年12月12日,"5,000万円",,,979名（グループ全体／2021年4月時）,フランチャイズ本部事業 飲食事業 食品製造卸販売事業 店舗サポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/sterapack,株式会社エフシープレミア,愛知県名古屋市西区上名古屋2-21-3 マースプラザビル3階,,2019年12月12日,"5,000万円",,,979名（グループ全体／2021年4月時）,フランチャイズ本部事業 飲食事業 食品製造卸販売事業 店舗サポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/jmutvpjm,株式会社ジャストマリッジ,東京都港区赤坂4-8-19 赤坂フロントタウン3階,,2021年9月28日,525万円,,パートナー事業部,,婚活コーチング事業 ビジネスマッチング事業 婚活サービス「ジャスマリのFun婚活」 ダイエットシーシャ正規加盟店
2025/11/05 11:37:38,https://bahn-rep.com/dairiten-bosyu/tokaigroup,株式会社TOKAI,東京都港区海岸1-9-1浜離宮インターシティ 静岡市葵区常磐町2-6-8,,1950年12月23日,140億4百万円,2301億90百万円（2023年3月）,東京本社 LS本部 開発事業部 開発部 開発課,"1,474名",エネルギー事業 アクア事業 住宅・リフォーム事業 建築設備不動産事業 セキュリティ事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/haluenegas,株式会社ハルエネ,東京都豊島区西池袋一丁目4-10,,2010年6月1日,1億円,955億4100万円（2022年3月時点）,,,小売電気事業 ハルエネでんき ハルエネガス
2025/11/05 11:37:38,https://bahn-rep.com/dairiten-bosyu/ticketandpay,株式会社USEN （USEN-NEXT GROUP）,東京都品川区上大崎3-1-1 目黒セントラルスクエア,,2017年6月16日,"9,641万円（グループ資本金）","1,932億円（2020年8月期連結）",,"4,845名（2020年8月期連結）",IoT PLATFORM事業 音楽配信事業 エネルギー事業 保険事業 開業、増移転支援サービス 店舗運用支援サービス 店舗通販サービス
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/moraeru,NSSスマートコンサルティング株式会社,東京都新宿区西新宿6丁目8-1 住友不動産新宿オークタワー21階,,2016年10月,1億円（グループ資本金）,,,,助成金コンサルティング事業 ISOコンサルティング事業 オフィスサポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/consulemoraeru,NSSスマートコンサルティング株式会社,東京都新宿区西新宿6丁目8-1 住友不動産新宿オークタワー21階,,2016年10月,1億円（グループ資本金）,,,,助成金コンサルティング事業 ISOコンサルティング事業 オフィスサポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/syoeitai,宗教法人證大寺,東京都江戸川区春江町4-23-1,,承和2年（西暦835年）宗教法人設立1953年,,,,,證大寺・昭和浄苑が運営する霊園の維持管理等
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/nssmoraeru,NSSスマートコンサルティング株式会社,東京都新宿区西新宿6丁目8-1 住友不動産新宿オークタワー21階,,2016年10月,1億円（グループ資本金）,,,,助成金コンサルティング事業 ISOコンサルティング事業 オフィスサポート事業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/linemobileorder,ブレイン株式会社,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー17階,,2003年2月,1億円,,営業統括本部,,クラウド型サービスの企画・開発、運営事業 ハードウェアの企画・開発
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/itdounyumobileod,ブレイン株式会社,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー17階,,2003年2月,1億円,,営業統括本部,,クラウド型サービスの企画・開発、運営事業 ハードウェアの企画・開発
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/bmemeo,ブレイン株式会社,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー17階,,2003年2月,1億円,,営業統括本部,,クラウド型サービスの企画・開発、運営事業 ハードウェアの企画・開発
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/originalinsta,株式会社original,東京都品川区東五反田1-11-7 三ツ星ビル1号館5F-B,,2013年11月22日,"7,000,000円",,,,インスタグラム運用サポート（aim@） インスタグラム投稿、運用代行 Twitter運用サポート LINE公式アカウント運用サポート GoogleMAP上位表示対策（MEO対策） インスタ＆Googleマイビジネス自動管理ツール WEBサイト制作 広告代理業
2025/11/05 11:37:38,https://bahn-rep.com/muryoukeisaiandend/ivry,株式会社IVRy,東京都台東区小島2-14-5 毛利ビル302,,2019年3月,,,,,クラウド型電話自動応答（IVR）サービス（IVRy）の運営 届出電気通信事業者（A-02-18014） 主要取引：博報堂、リクルート、アントレ、アルヒなど
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/ivryinsyoku,株式会社IVRy,東京都台東区小島2-14-5 毛利ビル302,,2019年3月,,,,,クラウド型電話自動応答（IVR）サービス（IVRy）の運営 届出電気通信事業者（A-02-18014） 主要取引：博報堂、リクルート、アントレ、アルヒなど
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/usendenki,株式会社USEN （USEN-NEXT GROUP）,東京都品川区上大崎3-1-1 目黒セントラルスクエア,,2017年6月16日,"9,641万円（グループ資本金）","1,932億円（2020年8月期連結）",,"4,845名（2020年8月期連結）",IoT PLATFORM事業 音楽配信事業 エネルギー事業 保険事業 開業、増移転支援サービス 店舗運用支援サービス 店舗通販サービス
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/nichigasshizuoka,日本瓦斯株式会社,東京都渋谷区代々木4-31-8,,1955年7月29日,70億7千万円,"1,625億5,200万円（2022年3月期）",南関東支店第三部,"1,775名（連結）※2022年4月1日時点",ガス事業（LPガス、都市ガス）、電力事業、一般高圧ガスの販売、ガス機器・空調機器の販売、リフォーム事業、総合設備工事、ソフトウェア販売
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/tbm,株式会社TBM,東京都千代田区有楽町1-2-2 東宝日比谷ビル15F,,2011年8月30日,"234億2,993万円（資本準備金含む）",,営業本部,297名（2023年1月時点）,環境配慮型の素材開発及び製品の製造、販売 資源循環を促進する事業等
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/sakugen-win,有限会社えんがわ,岐阜県各務原市鵜沼東町6-76-1 ハイシンフォニー2F,,,600万円,,,,経費削減WIN!の運営
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/toroo,株式会社ダトラ,大阪市中央区久太郎町2-5-28 久太郎町恒和ビル7階,,2014年2月,800万円,,,30名,WEBマーケティング事業採用ATS「トルー」の運営 採用マーケティング事業 中高年転職サービスFROM40 有料職業紹介事業：27-ユ-302081
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/ivryhospital,株式会社IVRy,東京都台東区小島2-14-5 毛利ビル302,,2019年3月,,,,,クラウド型電話自動応答（IVR）サービス（IVRy）の運営 届出電気通信事業者（A-02-18014） 主要取引：博報堂、リクルート、アントレ、アルヒなど
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/bridgeplus,株式会社エフティグループ,東京都中央区日本橋蛎殻町2-13-6 EDGE水天宮,,1985年8月1日,"1,344百万円（2022年3月31日現在）","40,698百万円（2023年3月期）",,連結396名（2022年3月31日現在）,ソリューション事業 環境事業 インターネット事業 技術サポート事業 非常用電源の負荷試験事業 NTT事業 パートナー事業
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/sasurainokanteki-tenposougou,株式会社店舗総合研究所（運営本部：株式会社TIGER）,東京都豊島区東池袋4-25-12 池袋今泉ビル8階,,2005年9月30日,"5,000万円（グループ連結資本金1億円）",,,,飲食店本部運営 ライセンス本部運営 出店戦略 立地戦略 立地診断基準策定
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/posrejimeo,ブレイン株式会社,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー17階,,2003年2月,1億円,,営業統括本部,,クラウド型サービスの企画・開発、運営事業 ハードウェアの企画・開発
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/kanna,株式会社エフティグループ,東京都中央区日本橋蛎殻町2-13-6 EDGE水天宮,,1985年8月1日,"1,344百万円（2022年3月31日現在）","40,698百万円（2023年3月期）",,連結396名（2022年3月31日現在）,ソリューション事業 環境事業 インターネット事業 技術サポート事業 非常用電源の負荷試験事業 NTT事業 パートナー事業
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/39zero,プレミアムウォーター株式会社,東京都渋谷区神宮前1-23-26 神宮前123ビル,,2016年4月,3億円（2021年3月時点）,,営業企画本部 事業開発2部,707名（2021年10月時点）,ミネラルウォーター等の飲料水の製造及び販売 各種付帯サービスの提供
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/applickasaihoken,株式会社アプリケーション,東京都豊島区東池袋1-32-4 藤原ビル5階5B,,2016年3月18日,,,,30名,システム開発 アプリ開発 WEBデザイン WEBマーケティング VR制作 LINEスタンプ WEB漫画 起業0円の運営 火災保険申請事務局の運営
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/3moniblaynrezi,ブレイン株式会社,東京都港区六本木6丁目10番1号 六本木ヒルズ森タワー17階,,2003年2月,1億円,,営業統括本部,,クラウド型サービスの企画・開発、運営事業 ハードウェアの企画・開発
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/gyoumukouritukimar,リマールエステート株式会社,東京都中央区銀座8-17-5 銀座OCT5階,,2016年12月,"16,500万円（資本準備金含む）",,パートナー事業部,,不動産テック事業 不動産事業
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/sbeouchidenki,ソフトバンク株式会社,東京都港区海岸一丁目7番1号,,1986年12月9日,"204,309百万円（2022年3月31日現在）",,,"18,929名（2022年3月31日現在）",通信キャリア事業
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/aprefollow,株式会社アプリケーション,東京都豊島区東池袋1-32-4 藤原ビル5階5B,,2016年3月18日,,,,30名,システム開発 アプリ開発 WEBデザイン WEBマーケティング VR制作 LINEスタンプ WEB漫画 起業0円の運営 火災保険申請事務局の運営
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/nichigasnishikantoush,日本瓦斯株式会社,東京都渋谷区代々木4-31-8,,1955年7月29日,70億7千万円,"1,625億5,200万円（2022年3月期）",西関東支店 第1部開発課,"1,775名（連結）※2022年4月1日時点",ガス事業（LPガス、都市ガス）、電力事業、一般高圧ガスの販売、ガス機器・空調機器の販売、リフォーム事業、総合設備工事、ソフトウェア販売
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/xelisting,ジーフォワード株式会社,東京都千代田区神田多町2-1 神田東山ビルC-Lounge7階,,2017年6月,"9,000,000円",,,,デジタル広告運用 システム開発 Webアプリケーション構築 IT導入コンサルティング RPA 自動化ツール作成
2025/11/05 11:37:39,https://bahn-rep.com/dairiten-bosyu/smpl39zero,プレミアムウォーター株式会社,東京都渋谷区神宮前1-23-26 神宮前123ビル,,2016年4月,3億円（2021年3月時点）,,営業企画本部 事業開発2部,707名（2021年10月時点）,ミネラルウォーター等の飲料水の製造及び販売 各種付帯サービスの提供
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/whiteapoone,株式会社ソビア,大阪府大阪市北区西天満5-6-4 SNビル4階,,2013年5月,,,ホワイト企業認定紹介パートナー事業部,,ホワイト企業認定運営事務局 採用PR動画の制作 評価制度／賃金体系（人事コンサルティング） 労務コンサルティング（内製化支援） ホワイト化コンサルティング
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/whitenintei,株式会社ソビア,大阪府大阪市北区西天満5-6-4 SNビル4階,,2013年5月,,,ホワイト企業認定紹介パートナー事業部,,ホワイト企業認定運営事務局 採用PR動画の制作 評価制度／賃金体系（人事コンサルティング） 労務コンサルティング（内製化支援） ホワイト化コンサルティング
2025/11/05 11:37:39,https://bahn-rep.com/muryoukeisaiandend/svsvwhitenintei,株式会社ソビア,大阪府大阪市北区西天満5-6-4 SNビル4階,,2013年5月,,,ホワイト企業認定紹介パートナー事業部,,ホワイト企業認定運営事務局 採用PR動画の制作 評価制度／賃金体系（人事コンサルティング） 労務コンサルティング（内製化支援） ホワイト化コンサルティング
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/officephonepbx,株式会社ベルテクノス,福岡県福岡市中央区薬院3-11-3 TSビル6F 東京、神奈川、埼玉、千葉、大阪、愛知、兵庫に拠点,,2001年5月,"3,500万円",,,,OFFICE110事業 WEB事業 LED&ECO事業 情報セキュリティ
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/isohaccp,NSSスマートコンサルティング株式会社,東京都新宿区西新宿6丁目8-1 住友不動産新宿オークタワー21階,,2016年10月,1億円（グループ資本金）,,ISOサポート事業部,,ISOコンサルティング事業 助成金コンサルティング事業 オフィスサポート事業
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/sumairabo,一般社団法人住まいラボ,埼玉県さいたま市南区南浦和2-27-15 信庄ビル5F,,,,,,,1）ウェブサイトの運営並びに住宅設備工事の研修の実施等の生活関連業務支援事業 2）インターネットによる情報提供の広告宣伝事業 3）起業家の支援及びマネジメント能力の開発等の人材育成事業 4）各施工に伴う道具の貸与及び物品販売事業 5）事業主に対する業務の提供及び補助
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/office110,株式会社ベルテクノス,福岡県福岡市中央区薬院3-11-3 TSビル6F 東京、神奈川、埼玉、千葉、大阪、愛知、兵庫に拠点,,2001年5月,"3,500万円",,,,OFFICE110事業 WEB事業 LED&ECO事業 情報セキュリティ
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/seikatsutbecon,一般社団法人住まいラボ,埼玉県さいたま市南区南浦和2-27-15 信庄ビル5F,,,,,,,1）ウェブサイトの運営並びに住宅設備工事の研修の実施等の生活関連業務支援事業 2）インターネットによる情報提供の広告宣伝事業 3）起業家の支援及びマネジメント能力の開発等の人材育成事業 4）各施工に伴う道具の貸与及び物品販売事業 5）事業主に対する業務の提供及び補助
2025/11/05 11:37:40,https://bahn-rep.com/dairiten-bosyu/akiyamakobo,合同会社秋山工房,北海道斜里郡斜里町字豊里43番地2,,,,,,,ウェブデザイン制作 システム構築 マーケティング（SNS・インフルエンサー） グラフィック制作 映像制作 翻訳サービス 各種ビジネス資料作成 その他クリエイティブ業務全般
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/saiyobdwhite,一般財団法人日本次世代企業普及機構,大阪府大阪市北区西天満5-6-4 SNビル4階,,2015年8月11日,,,パートナー事業部,,ホワイト企業認定事業
2025/11/05 11:37:40,https://bahn-rep.com/muryoukeisaiandend/isopro,NSSスマートコンサルティング株式会社,東京都新宿区西新宿6丁目8-1 住友不動産新宿オークタワー21階,,2016年10月,1億円（グループ資本金）,,ISOサポート事業部,,ISOコンサルティング事業 助成金コンサルティング事業 オフィスサポート事業
2025/11/05 11:37:40,https://bahn-rep.com/dairiten-bosyu/takeat,株式会社デザイングロウ,熊本県熊本市西区花園6-13-2 GLAD花園SIX103,,2015年8月24日,300万円,,,,大型ＬＥＤビジョン運営のトータルサポート／映像制作／デジタルサイネージ販売・運用／プロジェクター放映システム販売・運用／ＶＲ・ＡＲ制作／プロジェクションマッピング制作
2025/11/05 11:37:40,https://bahn-rep.com/dairiten-bosyu/schoolat,株式会社デザイングロウ,熊本県熊本市西区花園6-13-2 GLAD花園SIX103,,2015年8月24日,300万円,,,,大型ＬＥＤビジョン運営のトータルサポート／映像制作／デジタルサイネージ販売・運用／プロジェクター放映システム販売・運用／ＶＲ・ＡＲ制作／プロジェクションマッピング制作
2025/11/05 11:37:40,https://bahn-rep.com/dairiten-bosyu/onekasaihoken,株式会社ONE HEART,和歌山県和歌山市本町1-43 和歌山京橋ビル8F-B,,2005年創業／2020年設立,,,,,固定資産税還付サポート 各種損害保険申請コンサルタント 住宅リフォーム全般 電力会社切替事業 不動産売買業
2025/11/05 11:37:40,https://bahn-rep.com/dairiten-bosyu/aquabank-danks,株式会社ダンクス,東京都文京区本郷1-16-5 第2島村ビル3F,,,,,,,アクアバンク正規販売代理店 インスタグラムを使った集客提案 コスト削減提案サービス ホームページ制作
2025/11/05 11:37:40,https://bahn-rep.com/dairiten-bosyu/energypower,エネルギーパワー株式会社,大阪府大阪市中央区北久宝寺町2丁目1番10号,,2016年4月21日,"4,000万円",,エネルギーマネジメント部,,電力小売事業 電気工事業 電気通信工事業 管工事業 消防施設工事業
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/dxminnano,株式会社plusOne,東京都豊島区池袋2-17-8 丸十ビル302,,2018年4月,700万円,,,,DXコストカットサービス「みんなの経理部」の開発、運用 セカンドキャリア事業 インフルエンサー事務所
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/maufbking,株式会社モンキー・アドヴァタイジング,東京都新宿区新宿2-5-12 FORECAST新宿AVENUE 5F/6F,,2002年7月,"2,000万円",,パートナー事業部,48名,UFB KING販売総代理店 デジタルマーケティング 広告表現の企画及び制作 新規媒体開発 イベントプロデュース フードプロデュース サイバーセキュリティ
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/cosmonet,株式会社コスモネット,京都市中京区烏丸通四条上る笋町689番地 京都御幸ビル6階 東京都港区新橋2-6-2 新橋アイマークビル10階,,1991年5月1日（創業1979年）,"5億6,600万円","890億7,800万円（2022年3月期グループ計）",法人営業推進グループ,"2,168名（2022年3月現在）",ICTサービスプロバイダー（ショップ402店舗：2022年3月現在） 企業向けソリューション 情報通信システム
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/fiveghomewifi,株式会社Connect Answer,神奈川県横浜市中区桜⽊町1-101-1 クロスゲート7階,,2020年9月,,,,,HR・PRO・求人・人材支援事業 助成金・補助金申請サポート事業 ECコンサルティング事業 Web・デジタルマーケティング事業 インターネット広告事業 WEB制作・メディア制作事業
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/sdinkfree,株式会社Secured,東京都豊島区駒込2-4-9,,2020年6月,,,,,事業者向け保証サービス ファクタリングサービス販売 システム受託開発 SES、人材紹介事業、アドバイザリー事業 アライアンス提携支援業務
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/aqua-instructor-hamakaida,株式会社ハマカイダTHF,愛知県名古屋市西区砂原町221（本社） 神奈川県横浜市神奈川区菅田町468-2-102（横浜営業所）,,2008年11月5日,,,横浜営業所,,アクアエクササイズインストラクター、スポーツインストラクター、健康トレーニング指導員の養成 ダンス教室、エアロビクス教室等の健康クラブ経営 スポーツクラブ、スポーツ施設等の業務受託 物品販売 国内外における飲食店の経営および飲食業に関するコンサルタント
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/pr-hamakaidathf,株式会社ハマカイダTHF,愛知県名古屋市西区砂原町221（本社） 神奈川県横浜市神奈川区菅田町468-2-102（横浜営業業）,,2008年11月5日,,,,,アクアエクササイズインストラクター、スポーツインストラクター、健康トレーニング指導員の養成 ダンス教室、エアロビクス教室等の健康クラブ経営 スポーツクラブ、スポーツ施設等の業務受託 物品販売 国内外における飲食店の経営および飲食業に関するコンサルタント
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/iphone-care-stp,株式会社スター・プラチナ,東京都杉並区上荻1-12-1 荻窪ビル3F-A,,2016年11月,300万円,,,,携帯電話の修理及びこれに関するフランチャイズ事業 通信商材の買取及び販売 Eコマース関連事業 全事業についてのコンサルティング事業
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/enechange,ENECHANGE株式会社,東京都中央区京橋3−1−1 WeWork東京スクエアガーデン14F,,2015年4月,"3,061百万円（2022年12月現在）",,エネチェンジ事業部,100名,●エネルギーマネジメント事業 電力・ガス比較サイト関連事業 ●エネルギーテック事業 AI技術を活用したクラウド型サービス関連事業
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/haccp,株式会社エフシープレミア,愛知県名古屋市西区上名古屋2-21-3 マースプラザビル3階,,2019年12月12日,"5,000万円",,,979名（グループ全体／2021年4月時）,フランチャイズ本部事業 飲食事業 食品製造卸販売事業 店舗サポート事業
2025/11/05 11:37:41,https://bahn-rep.com/stock/sgsseikatsukaigostep,株式会社雄大（一般社団法人ほっぷ）,愛知県豊橋市神野新田町アノ割17-8,,,,,すてっぷフランチャイズ事業部,,一般社団法人ほっぷにて、障がい者生活介護「すてっぷ」直営店の運営 障がい者生活介護「すてっぷ」フランチャイズ本部運営事業 「ナーシングホーム大」のフランチャイズ本部運営事業 身元保証事業パートナー運営本部事業 老人ホーム紹介事業パートナー運営本部事業
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/rakulia,株式会社リアリゼイション,東京都渋谷区渋谷3-6-2 エクラート渋谷ビル4F,,2017年7月7日,,,,19名（2021年11月1日時点）,補助金・助成金診断システムや行政手続きサービスの提供 補助金書類作成代行事業 システム開発・Webサイト作成
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/pwsyozaihanbaid,プレミアムウォーター株式会社,東京都渋谷区神宮前1-23-26 神宮前123ビル,,2016年4月,3億円（2021年3月時点）,,営業企画本部 事業開発2部,707名（2021年10月時点）,ミネラルウォーター等の飲料水の製造及び販売 各種付帯サービスの提供
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/benefitstation,株式会社NLNジャパン（NLNグループ）,東京都新宿区西新宿2丁目7-1 小田急第一生命ビル8F,,2003年10月1日,"3億3,790万円（グループ資本金）",,,807名（グループ全体）2020年9月30日時点,決済サービスの販売 WEB広告サービスの販売 オフィス業務効率化サービスの販売 地盤ネット事業 インターネットメディカルモール「メディモ」運営 国際事業 法人ソリューション事業
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/afefcatv,アルファエネフォメーション株式会社,神奈川県横浜市港北区篠原町3014 東急新横浜南ビル5階,,2013年11月,1000万円,,パートナー事業部,119名（2022年5月1日現在）,情報通信事業（CATV、SoftBank、NTT） 営業アウトソーシング事業 催事企画プロデュース事業 コールセンター事業 ウォーターサーバー事業 一般労働者派遣事業（派14-303230）
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/everyfreciousmini,アルファエネフォメーション株式会社,神奈川県横浜市港北区篠原町3014 東急新横浜南ビル5階,,2013年11月,1000万円,,パートナー事業部,119名（2022年5月1日現在）,情報通信事業（CATV、SoftBank、NTT） 営業アウトソーシング事業 催事企画プロデュース事業 コールセンター事業 ウォーターサーバー事業 一般労働者派遣事業（派14-303230）
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/legalontech,株式会社LegalOn Technologies （リーガルオンテクノロジーズ）,東京都江東区豊洲3-2-20 豊洲フロント6階,,2017年4月21日,178.5億円（資本準備金含む 2022年6月現在）,,パートナー事業部,411名（2022年8月現在）,法律業務に関するソフトウェアの研究・開発・運営・保守
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/moneyfcloud,株式会社マネーフォワード,東京都港区芝浦3-1-21 msb Tamachi 田町ステーションタワーS21F,,2012年5月,"25,775百万円（2021年11月現在）",,,1248名（連結）,インターネットサービス開発
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/famfit,プレミアムウォーター株式会社,東京都渋谷区神宮前1-23-26 神宮前123ビル,,2016年4月,3億円（2021年3月時点）,,営業企画本部 事業開発2部,707名（2021年10月時点）,ミネラルウォーター等の飲料水の製造及び販売 各種付帯サービスの提供
